fn,tid,title,wordsInTitle,url,ratingCount,duration,year,type,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,FilmNoir,GameShow,History,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western,imdbRating
titles03/index.html.1942,tt0092322,Biography (TV Series 1987– ),biography tv series,http://www.imdb.com/title/tt0092322/,648,3600,1987,video.tv,11,36,132,0,8,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
titles03/index.html.1943,tt0092337,Dekalog (TV Mini-Series 1989),dekalog tv mini series,http://www.imdb.com/title/tt0092337/,9120,3300,1989,video.tv,9,0,6,23,31,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2
titles03/index.html.1944,tt0092345,DuckTales - Neues aus Entenhausen (TV Series 1987–1990),ducktales neues aus entenhausen tv series,http://www.imdb.com/title/tt0092345/,14372,1320,1990,video.tv,1,6,3,19,46,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2
titles03/index.html.1945,tt0092362,Geraldo (TV Series 1987–1998),geraldo tv series,http://www.imdb.com/title/tt0092362/,75,3600,1987,video.tv,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.6
titles03/index.html.1946,tt0092455,Raumschiff Enterprise - Das nächste Jahrhundert (TV Series 1987–1994),raumschiff enterprise das n chste jahrhundert tv series,http://www.imdb.com/title/tt0092455/,44255,2700,1987,video.tv,14,53,665,1353,185,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.7
titles03/index.html.1947,tt0092493,Crocodile Dundee 2 (1988),crocodile dundee,http://www.imdb.com/title/tt0092493/,37172,6480,1988,video.movie,2,0,16,15,55,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4
titles03/index.html.1949,tt0092576,Aquarius - Theater des Todes (1987),aquarius theater des todes,http://www.imdb.com/title/tt0092576/,2965,5400,1987,video.movie,2,0,2,7,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9
titles03/index.html.195,tt0027160,Ungkarlspappan (1935),ungkarlspappan,http://www.imdb.com/title/tt0027160/,9,,1935,video.movie,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2
titles03/index.html.1951,tt0092644,Beverly Hills Cop II (1987),beverly hills cop ii,http://www.imdb.com/title/tt0092644/,66500,6000,1987,video.movie,6,1,29,106,87,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4
titles03/index.html.1953,tt0092695,Der tapfere kleine Toaster (1987),der tapfere kleine toaster,http://www.imdb.com/title/tt0092695/,16151,5400,1987,video.movie,0,1,11,48,55,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3
titles03/index.html.1954,tt0092699,Broadcast News - Nachrichtenfieber (1987),broadcast news nachrichtenfieber,http://www.imdb.com/title/tt0092699/,17820,7980,1987,video.movie,17,11,16,351,95,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.2
titles03/index.html.1955,tt0092716,Das Camp der Verlorenen (1988),das camp der verlorenen,http://www.imdb.com/title/tt0092716/,247,9420,1988,video.movie,6,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.8
titles03/index.html.1956,tt0092732,Castaway - Die Insel (1986),castaway die insel,http://www.imdb.com/title/tt0092732/,2179,7020,1986,video.movie,0,0,6,3,23,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9
titles03/index.html.1957,tt0092890,Dirty Dancing (1987),dirty dancing,http://www.imdb.com/title/tt0092890/,105208,6000,1987,video.movie,11,7,78,1440,373,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6.8
titles03/index.html.1958,tt0092929,Verschwörung der Frauen (1988),verschw rung der frauen,http://www.imdb.com/title/tt0092929/,5012,7080,1988,video.movie,3,1,7,17,28,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3
titles03/index.html.196,tt0027260,Nach dem dünnen Mann (1936),nach dem d nnen mann,http://www.imdb.com/title/tt0027260/,5843,6720,1936,video.movie,0,0,7,9,56,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.7
titles03/index.html.1960,tt0092974,Chaos im Camp (1987),chaos im camp,http://www.imdb.com/title/tt0092974/,7736,5520,1987,video.movie,0,0,12,17,44,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3
titles03/index.html.1961,tt0093010,Eine verhängnisvolle Affäre (1987),eine verh ngnisvolle aff re,http://www.imdb.com/title/tt0093010/,42695,7140,1987,video.movie,7,14,37,331,183,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.9
titles03/index.html.1964,tt0093113,Djangos Rückkehr (1987),djangos r ckkehr,http://www.imdb.com/title/tt0093113/,696,5280,1987,video.movie,0,0,6,12,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5
titles03/index.html.1965,tt0093120,Kreis der Angst (1987),kreis der angst,http://www.imdb.com/title/tt0093120/,334,6540,1987,video.movie,4,6,0,0,6,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.5
titles03/index.html.1969,tt0093177,Hellraiser - Das Tor zur Hölle (1987),hellraiser das tor zur h lle,http://www.imdb.com/title/tt0093177/,59890,5640,1987,video.movie,2,5,35,893,295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1
titles03/index.html.197,tt0027336,Nachtasyl (1936),nachtasyl,http://www.imdb.com/title/tt0027336/,1692,5700,1936,video.movie,2,0,4,8,13,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.7
titles03/index.html.1971,tt0093206,Rotes Kornfeld (1987),rotes kornfeld,http://www.imdb.com/title/tt0093206/,4472,5460,1987,video.movie,7,3,2,3,19,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7.5
titles03/index.html.1972,tt0093207,Wings of Honneamise (1987),wings of honneamise,http://www.imdb.com/title/tt0093207/,2915,7260,1987,video.movie,0,0,17,0,32,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.4
titles03/index.html.1975,tt0093260,Die Reise ins Ich (1987),die reise ins ich,http://www.imdb.com/title/tt0093260/,34274,7200,1987,video.movie,0,3,21,125,66,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.7
titles03/index.html.1976,tt0093290,Jäähyväiset presidentille (1987),j hyv iset presidentille,http://www.imdb.com/title/tt0093290/,164,5220,1987,video.movie,1,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.6
titles03/index.html.1977,tt0093300,Der weiße Hai IV - Die Abrechnung (1987),der wei e hai iv die abrechnung,http://www.imdb.com/title/tt0093300/,25256,5340,1987,video.movie,1,7,30,53,356,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.8
titles03/index.html.1978,tt0093342,Wo ist das Haus meines Freundes? (1987),wo ist das haus meines freundes,http://www.imdb.com/title/tt0093342/,3877,4980,1987,video.movie,5,1,2,0,26,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
titles03/index.html.198,tt0027385,Bored of Education (1936),bored of education,http://www.imdb.com/title/tt0027385/,125,600,1936,video.movie,0,0,4,2,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.1
titles03/index.html.1981,tt0093407,Unter Null (1987),unter null,http://www.imdb.com/title/tt0093407/,11914,5880,1987,video.movie,0,0,12,198,142,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.3
titles03/index.html.1984,tt0093435,Lung fu fong wan (1987),lung fu fong wan,http://www.imdb.com/title/tt0093435/,3727,6060,1987,video.movie,2,8,8,31,32,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2
titles03/index.html.1985,tt0093493,Mannequin (1987),mannequin,http://www.imdb.com/title/tt0093493/,18180,5400,1987,video.movie,5,3,20,51,90,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.6
titles03/index.html.1986,tt0093506,Der Herr von Dragonard Hill (1987),der herr von dragonard hill,http://www.imdb.com/title/tt0093506/,249,5580,1987,video.movie,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8
titles03/index.html.1987,tt0093509,Matewan (1987),matewan,http://www.imdb.com/title/tt0093509/,5389,8100,1987,video.movie,2,6,18,24,52,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9
titles03/index.html.1988,tt0093565,Mondsüchtig (1987),monds chtig,http://www.imdb.com/title/tt0093565/,28592,6120,1987,video.movie,16,15,45,182,131,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.1
titles03/index.html.1989,tt0093603,Nayakan (1987),nayakan,http://www.imdb.com/title/tt0093603/,4529,8700,1987,video.movie,2,0,0,0,34,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7
titles03/index.html.199,tt0027413,Kain und Mabel (1936),kain und mabel,http://www.imdb.com/title/tt0027413/,1154,5400,1936,video.movie,0,0,0,0,17,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8.1
titles03/index.html.1990,tt0093677,Terror in der Oper (1987),terror in der oper,http://www.imdb.com/title/tt0093677/,7815,6420,1987,video.movie,0,0,7,14,98,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,7.2
titles03/index.html.1991,tt0093692,Over the Top (1987),over the top,http://www.imdb.com/title/tt0093692/,27379,5580,1987,video.movie,4,2,14,145,106,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5
titles03/index.html.1992,tt0093744,Pippi Langstrumpf's neueste Streiche (1988),pippi langstrumpf s neueste streiche,http://www.imdb.com/title/tt0093744/,2651,6000,1988,video.movie,0,0,19,19,34,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9
titles03/index.html.1994,tt0093777,Die Fürsten der Dunkelheit (1987),die f rsten der dunkelheit,http://www.imdb.com/title/tt0093777/,19084,6120,1987,video.movie,1,1,18,434,189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7
titles03/index.html.1997,tt0093870,RoboCop (1987),robocop,http://www.imdb.com/title/tt0093870/,135552,6120,1987,video.movie,11,10,46,1605,402,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.5
titles03/index.html.1998,tt0093886,Roxanne (1987),roxanne,http://www.imdb.com/title/tt0093886/,25992,6420,1987,video.movie,3,1,28,68,67,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.6
titles03/index.html.2,tt0002844,Fantômas - À l'ombre de la guillotine (1913),fant mas l ombre de la guillotine,http://www.imdb.com/title/tt0002844/,1123,3240,1913,video.movie,0,0,12,0,7,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8
titles03/index.html.200,tt0027478,Das Verbrechen des Herrn Lange (1936),das verbrechen des herrn lange,http://www.imdb.com/title/tt0027478/,1545,4800,1936,video.movie,0,0,6,4,14,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6
titles03/index.html.2000,tt0093936,Das Geheimnis meines Erfolges (1987),das geheimnis meines erfolges,http://www.imdb.com/title/tt0093936/,18969,6660,1987,video.movie,1,0,21,10,66,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4
titles03/index.html.2001,tt0094012,Mel Brooks Spaceballs (1987),mel brooks spaceballs,http://www.imdb.com/title/tt0094012/,106024,5760,1987,video.movie,0,0,43,193,245,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.1
titles03/index.html.2003,tt0094226,Die Unbestechlichen (1987),die unbestechlichen,http://www.imdb.com/title/tt0094226/,178711,7140,1987,video.movie,13,11,43,376,392,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
titles03/index.html.2005,tt0094293,Gesucht - Tot oder lebendig (1986),gesucht tot oder lebendig,http://www.imdb.com/title/tt0094293/,2537,6360,1986,video.movie,0,0,10,15,33,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8
titles03/index.html.2006,tt0094318,Wildwasser-Sommer - Im Augenblick der Gefahr (1987),wildwasser sommer im augenblick der gefahr,http://www.imdb.com/title/tt0094318/,3466,5400,1987,video.movie,0,0,4,0,35,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1
titles03/index.html.2007,tt0094517,Mystery Science Theater 3000 (TV Series 1988–1999),mystery science theater tv series,http://www.imdb.com/title/tt0094517/,13373,5820,1988,video.tv,1,11,44,332,210,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.7
titles03/index.html.2008,tt0094540,Roseanne (TV Series 1988–1997),roseanne tv series,http://www.imdb.com/title/tt0094540/,21542,1320,1988,video.tv,41,83,62,853,112,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9
titles03/index.html.2009,tt0094580,Whose Line Is It Anyway? (TV Series 1988–1998),whose line is it anyway tv series,http://www.imdb.com/title/tt0094580/,2903,2160,1988,video.tv,5,4,0,0,33,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3
titles03/index.html.2010,tt0094625,Akira (1988),akira,http://www.imdb.com/title/tt0094625/,74761,7440,1988,video.movie,1,0,36,121,392,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.1
titles03/index.html.2011,tt0094669,Rendezvous mit einer Leiche (1988),rendezvous mit einer leiche,http://www.imdb.com/title/tt0094669/,1661,5760,1988,video.movie,0,0,3,6,28,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.1
titles03/index.html.2012,tt0094716,Bestie Krieg (1988),bestie krieg,http://www.imdb.com/title/tt0094716/,6124,6660,1988,video.movie,1,0,6,7,78,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.4
titles03/index.html.2017,tt0094862,Chucky - Die Mörderpuppe (1988),chucky die m rderpuppe,http://www.imdb.com/title/tt0094862/,48620,5220,1988,video.movie,1,3,37,557,254,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.5
titles03/index.html.2018,tt0094888,Cobra Verde (1987),cobra verde,http://www.imdb.com/title/tt0094888/,4301,6660,1987,video.movie,2,0,7,14,34,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1
titles03/index.html.2019,tt0094947,Gefährliche Liebschaften (1988),gef hrliche liebschaften,http://www.imdb.com/title/tt0094947/,45104,7140,1988,video.movie,17,18,33,512,131,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.7
titles03/index.html.202,tt0027630,Marine gegen Liebeskummer (1936),marine gegen liebeskummer,http://www.imdb.com/title/tt0027630/,2474,6600,1936,video.movie,0,0,19,7,50,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7.3
titles03/index.html.2020,tt0094963,Das Todesspiel (1988),das todesspiel,http://www.imdb.com/title/tt0094963/,24662,5460,1988,video.movie,0,0,30,58,103,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.3
titles03/index.html.2024,tt0095031,Zwei hinreißend verdorbene Schurken (1988),zwei hinrei end verdorbene schurken,http://www.imdb.com/title/tt0095031/,41523,6600,1988,video.movie,1,0,32,106,117,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3
titles03/index.html.2026,tt0095119,Ein Leben voller Leidenschaft (1988),ein leben voller leidenschaft,http://www.imdb.com/title/tt0095119/,2161,7620,1988,video.movie,0,0,7,2,24,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6.2
titles03/index.html.2027,tt0095159,Ein Fisch namens Wanda (1988),ein fisch namens wanda,http://www.imdb.com/title/tt0095159/,92669,6480,1988,video.movie,8,15,53,198,172,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6
titles03/index.html.2028,tt0095250,Im Rausch der Tiefe (1988),im rausch der tiefe,http://www.imdb.com/title/tt0095250/,30787,10080,1988,video.movie,3,6,59,17,137,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.7
titles03/index.html.203,tt0027652,Blinde Wut (1936),blinde wut,http://www.imdb.com/title/tt0027652/,6891,5520,1936,video.movie,5,0,7,24,56,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9
titles03/index.html.2030,tt0095417,Die Jungfrauen Maschine (1988),die jungfrauen maschine,http://www.imdb.com/title/tt0095417/,155,5040,1988,video.movie,0,0,6,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8
titles03/index.html.2032,tt0095468,Ein kurzer Film über das Töten (1988),ein kurzer film ber das t ten,http://www.imdb.com/title/tt0095468/,8018,5040,1988,video.movie,7,1,6,0,33,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1
titles03/index.html.2033,tt0095475,Verdammnis (1988),verdammnis,http://www.imdb.com/title/tt0095475/,2429,7200,1988,video.movie,2,1,5,0,25,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.9
titles03/index.html.2035,tt0095497,Die letzte Versuchung Christi (1988),die letzte versuchung christi,http://www.imdb.com/title/tt0095497/,32926,9840,1988,video.movie,3,5,26,201,291,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6
titles03/index.html.2036,tt0095525,Gandahar (1988),gandahar,http://www.imdb.com/title/tt0095525/,1861,4980,1988,video.movie,0,0,4,26,19,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.1
titles03/index.html.2037,tt0095613,Memories of Me - Das tragisch-komische Leben eines großartigen Versagers (1988),memories of me das tragisch komische leben eines gro artigen versagers,http://www.imdb.com/title/tt0095613/,622,6300,1988,video.movie,0,0,4,3,14,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6
titles03/index.html.2039,tt0095675,Frauen am Rande des Nervenzusammenbruchs (1988),frauen am rande des nervenzusammenbruchs,http://www.imdb.com/title/tt0095675/,20011,5400,1988,video.movie,25,19,18,152,55,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6
titles03/index.html.204,tt0027893,Der kleine Lord (1936),der kleine lord,http://www.imdb.com/title/tt0027893/,1055,6120,1936,video.movie,0,0,13,7,24,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4
titles03/index.html.2040,tt0095715,Neco z Alenky (1988),neco z alenky,http://www.imdb.com/title/tt0095715/,6440,5160,1988,video.movie,1,1,12,0,73,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5
titles03/index.html.2043,tt0095897,Presidio (1988),presidio,http://www.imdb.com/title/tt0095897/,11087,5820,1988,video.movie,0,0,22,5,47,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.9
titles03/index.html.2046,tt0095963,Red Heat (1988),red heat,http://www.imdb.com/title/tt0095963/,38698,6240,1988,video.movie,0,0,37,104,82,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
titles03/index.html.2047,tt0095993,Der Ungezähmte (1988),der ungez hmte,http://www.imdb.com/title/tt0095993/,1547,6600,1988,video.movie,0,0,17,0,13,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.5
titles03/index.html.2049,tt0096163,Spurlos verschwunden (1988),spurlos verschwunden,http://www.imdb.com/title/tt0096163/,19748,6420,1988,video.movie,8,2,11,15,166,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7.8
titles03/index.html.2050,tt0096251,Tetsuo (1989),tetsuo,http://www.imdb.com/title/tt0096251/,11824,4020,1989,video.movie,2,0,8,105,122,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7
titles03/index.html.2051,tt0096256,Sie leben! (1988),sie leben,http://www.imdb.com/title/tt0096256/,51986,5580,1988,video.movie,0,0,26,1123,294,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.3
titles03/index.html.2053,tt0096289,Das Kuckucksei (1988),das kuckucksei,http://www.imdb.com/title/tt0096289/,4960,7200,1988,video.movie,1,3,11,41,55,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.7
titles03/index.html.2054,tt0096446,Willow (1988),willow,http://www.imdb.com/title/tt0096446/,68700,7560,1988,video.movie,1,9,26,310,219,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2
titles03/index.html.2056,tt0096461,Wong Gok ka moon (1988),wong gok ka moon,http://www.imdb.com/title/tt0096461/,4485,6120,1988,video.movie,2,8,4,0,21,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.1
titles03/index.html.2057,tt0096463,Die Waffen der Frauen (1988),die waffen der frauen,http://www.imdb.com/title/tt0096463/,33361,6780,1988,video.movie,9,14,16,287,112,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.7
titles03/index.html.2058,tt0096487,Young Guns - Sie fürchten weder Tod noch Teufel (1988),young guns sie f rchten weder tod noch teufel,http://www.imdb.com/title/tt0096487/,34968,6420,1988,video.movie,1,2,20,198,111,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8
titles03/index.html.2059,tt0096582,Ein gesegnetes Team (TV Series 1989–1991),ein gesegnetes team tv series,http://www.imdb.com/title/tt0096582/,796,2700,1989,video.tv,0,0,0,0,14,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.9
titles03/index.html.2060,tt0096636,Live with Regis and Kathie Lee (TV Series 1988– ),live with regis and kathie lee tv series,http://www.imdb.com/title/tt0096636/,991,3600,1988,video.tv,9,69,11,997,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
titles03/index.html.2061,tt0096639,Der Ruf des Adlers (TV Mini-Series 1989),der ruf des adlers tv mini series,http://www.imdb.com/title/tt0096639/,11720,23040,1989,video.tv,15,17,34,100,180,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.9
titles03/index.html.2062,tt0096657,Mr. Bean (TV Series 1990–1995),mr bean tv series,http://www.imdb.com/title/tt0096657/,38261,1440,1990,video.tv,3,7,62,221,45,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6
titles03/index.html.2063,tt0096684,Zurück in die Vergangenheit (TV Series 1989–1993),zur ck in die vergangenheit tv series,http://www.imdb.com/title/tt0096684/,16386,3600,1989,video.tv,15,38,38,314,88,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1
titles03/index.html.2064,tt0096697,Die Simpsons (TV Series 1989– ),die simpsons tv series,http://www.imdb.com/title/tt0096697/,170336,1320,1989,video.tv,124,168,434,4488,662,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
titles03/index.html.2065,tt0096737,1939 (1989),,http://www.imdb.com/title/tt0096737/,226,11580,1989,video.movie,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5
