@relation 'mydata-weka.filters.unsupervised.attribute.Discretize-F-B3-M-1.0-R28-weka.filters.unsupervised.attribute.Remove-R27-weka.filters.unsupervised.attribute.Remove-R1-2,7,10-11,14,16-17-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Remove-R10-11'

@attribute num_critic_for_reviews numeric
@attribute duration numeric
@attribute director_facebook_likes numeric
@attribute actor_3_facebook_likes numeric
@attribute actor_1_facebook_likes numeric
@attribute num_voted_users numeric
@attribute cast_total_facebook_likes numeric
@attribute facenumber_in_poster numeric
@attribute num_user_for_reviews numeric
@attribute title_year numeric
@attribute actor_2_facebook_likes numeric
@attribute imdb_score numeric
@attribute aspect_ratio numeric
@attribute movie_facebook_likes numeric
@attribute budget {'\'(-inf-20500000]\'','\'(20500000-49950000]\'','\'(49950000-inf)\''}

@data
173,106,285,105,8000,212499,11264,0,277,2008,3000,6.9,2.35,0,'\'(49950000-inf)\''
156,136,258,94,12000,135404,12396,3,318,1998,174,6.7,2.35,0,'\'(49950000-inf)\''
307,95,480,490,21000,272789,23018,0,285,2010,561,6.6,2.35,25000,'\'(49950000-inf)\''
322,137,11000,465,769,103589,2938,1,351,2014,698,7.2,2.35,35000,'\'(49950000-inf)\''
169,130,16000,416,16000,60165,17771,1,326,2000,495,6.4,2.35,0,'\'(49950000-inf)\''
74,124,212,369,13000,96096,15229,2,172,1993,730,6.4,2.35,0,'\'(49950000-inf)\''
72,108,610,461,848,77390,2913,1,189,1996,517,6,1.85,0,'\'(49950000-inf)\''
86,104,226,577,13000,34473,16452,0,139,2000,718,6.1,1.85,0,'\'(49950000-inf)\''
242,129,0,625,12000,67395,14421,1,564,2006,1000,6,1.85,0,'\'(49950000-inf)\''
141,117,179,403,8000,61490,12850,0,264,2003,4000,6.4,2.35,0,'\'(49950000-inf)\''
313,99,119,174,600,213863,1375,1,310,2012,346,6.4,1.66,59000,'\'(49950000-inf)\''
280,159,0,521,10000,227071,11424,6,1500,1999,580,7.3,2.39,10000,'\'(49950000-inf)\''
176,118,87,929,2000,24735,4796,0,213,2014,1000,5.2,1.85,16000,'\'(49950000-inf)\''
279,105,43,523,10000,149337,11943,3,221,2015,806,6.6,2.35,23000,'\'(49950000-inf)\''
241,103,368,520,27000,147641,29808,0,238,2012,1000,6.3,2.35,18000,'\'(49950000-inf)\''
185,122,687,957,16000,132954,19764,0,514,2004,1000,5.9,2.35,0,'\'(49950000-inf)\''
117,143,0,210,509,23940,1409,0,157,1998,317,6.7,2.35,688,'\'(49950000-inf)\''
239,96,545,974,14000,104831,17913,4,423,2012,1000,5.4,2.35,32000,'\'(49950000-inf)\''
230,111,545,805,26000,166610,28643,2,211,2008,872,6.4,2.35,0,'\'(20500000-49950000]\''
94,121,212,263,394,60508,1531,1,285,1996,380,6.7,2.35,4000,'\'(49950000-inf)\''
134,135,138,184,324,49300,1013,0,265,2000,192,6.2,1.85,892,'\'(49950000-inf)\''
136,101,4000,539,17000,67707,32232,2,202,2005,14000,6.1,2.35,0,'\'(49950000-inf)\''
315,151,21000,637,11000,1347461,13209,0,2968,1999,783,8.8,2.35,48000,'\'(49950000-inf)\''
96,131,368,383,11000,46951,12088,0,175,2006,529,7.1,1.85,0,'\'(49950000-inf)\''
60,100,36,554,13000,43376,15944,1,249,1991,773,5.7,1.85,0,'\'(49950000-inf)\''
60,105,0,506,975,8560,3580,0,69,2000,909,5,2.35,177,'\'(49950000-inf)\''
308,92,72,568,623,65709,3165,0,194,2014,593,5.1,2.35,15000,'\'(49950000-inf)\''
127,130,2000,25,268,25474,450,0,138,2005,85,6.9,2.35,0,'\'(49950000-inf)\''
196,100,38,1000,3000,71202,7048,3,380,2005,1000,4.8,1.85,0,'\'(20500000-49950000]\''
339,102,436,6000,23000,111102,49433,1,239,2014,13000,6.5,1.85,32000,'\'(49950000-inf)\''
96,133,521,970,11000,17025,16710,0,290,1999,1000,5.1,2.35,295,'\'(49950000-inf)\''
361,121,175,221,963,134625,2131,0,265,2015,580,7.1,2.35,40000,'\'(49950000-inf)\''
226,147,670,16,177,190490,253,2,482,2006,27,7.5,2.35,26000,'\'(49950000-inf)\''
194,94,116,481,645,162909,2725,1,795,2002,522,6.2,2.35,0,'\'(49950000-inf)\''
138,94,42,668,12000,25681,23365,0,77,2009,9000,6.3,1.85,0,'\'(49950000-inf)\''
308,127,14000,191,967,613473,2129,0,895,1993,610,8.1,2.35,19000,'\'(49950000-inf)\''
40,212,759,812,2000,35314,5708,1,145,1994,925,6.6,2.35,0,'\'(49950000-inf)\''
42,141,176,672,11000,69663,14178,3,133,1994,913,6.9,2.35,0,'\'(49950000-inf)\''
68,103,10,7,21,11584,58,1,86,2015,18,6.1,1.85,0,'\'(49950000-inf)\''
78,98,322,723,979,39471,6334,0,187,2006,862,4.3,2.35,0,'\'(49950000-inf)\''
178,116,84,563,11000,65297,14931,0,602,2000,919,6.6,2.35,0,'\'(49950000-inf)\''
75,114,0,452,524,43027,2668,6,214,1995,517,6.8,2.35,0,'\'(49950000-inf)\''
150,87,12,645,3000,43300,6658,2,250,2008,966,3.8,2.35,0,'\'(49950000-inf)\''
113,125,11,867,11000,38076,14536,1,399,2001,904,5.9,2.76,0,'\'(20500000-49950000]\''
596,187,16000,1000,46000,272839,49912,2,1018,2015,1000,7.9,1.85,114000,'\'(20500000-49950000]\''
191,93,8,970,8000,129995,13232,0,246,2007,1000,6.3,1.85,0,'\'(49950000-inf)\''
156,95,25,439,989,24089,2558,0,82,2011,664,5.5,2.35,0,'\'(49950000-inf)\''
460,117,0,447,18000,607235,32360,6,2073,2006,13000,7.7,1.85,13000,'\'(49950000-inf)\''
141,106,116,708,22000,211296,24938,0,428,2004,713,6.3,2.35,0,'\'(49950000-inf)\''
180,115,64,664,2000,116681,4811,0,320,2008,899,7.1,1.85,11000,'\'(49950000-inf)\''
186,189,0,693,15000,782610,17716,0,1377,1999,745,8.5,1.85,30000,'\'(49950000-inf)\''
161,81,10,397,925,63912,2252,0,251,2005,729,5.8,2.35,912,'\'(49950000-inf)\''
568,149,21000,625,835,569841,4348,1,1127,2014,812,8.1,2.35,146000,'\'(49950000-inf)\''
249,119,218,73,13000,407601,13249,2,849,2002,147,7.9,2.35,0,'\'(49950000-inf)\''
137,130,258,345,394,199025,1784,0,416,1995,387,7.2,2.35,0,'\'(49950000-inf)\''
113,116,165,475,577,42705,2321,1,274,1999,501,6.3,1.85,885,'\'(49950000-inf)\''
213,103,608,576,2000,667983,3698,2,877,1998,617,8.1,1.85,18000,'\'(49950000-inf)\''
120,99,59,145,770,91093,1195,1,353,1998,263,7,1.85,0,'\'(49950000-inf)\''
81,92,41,522,1000,49486,4050,1,116,2003,955,5.5,2.35,886,'\'(49950000-inf)\''
265,109,175,459,18000,156898,20148,0,172,2013,497,6.7,1.85,22000,'\'(49950000-inf)\''
105,87,6,405,3000,46031,4171,6,235,2001,664,5.2,2.35,0,'\'(49950000-inf)\''
155,111,473,82,26000,285623,35084,2,497,2003,9000,7,1.85,0,'\'(49950000-inf)\''
118,101,30,268,1000,85673,2636,0,269,2002,976,6.1,1.85,0,'\'(49950000-inf)\''
131,83,35,754,13000,124641,25788,6,289,1998,11000,6.6,1.85,0,'\'(49950000-inf)\''
166,113,0,721,4000,83506,8172,0,144,2009,722,5.5,2.35,0,'\'(49950000-inf)\''
60,107,12000,695,10000,60476,14006,6,97,1990,3000,5.9,2.35,0,'\'(49950000-inf)\''
77,94,163,2000,12000,42737,20348,0,128,2005,3000,5.4,2.35,781,'\'(49950000-inf)\''
249,132,47,240,988,138246,2517,1,360,2015,960,6.4,1.85,24000,'\'(49950000-inf)\''
213,140,708,745,11000,63493,20440,1,302,2010,8000,5.7,2.35,26000,'\'(49950000-inf)\''
121,125,420,627,12000,85844,16646,4,322,2000,3000,6.7,2.35,0,'\'(49950000-inf)\''
315,111,124,357,13000,238916,24928,5,328,2010,11000,7.1,2.35,32000,'\'(49950000-inf)\''
171,156,0,1000,14000,97047,20761,0,452,1999,2000,6.8,1.85,0,'\'(49950000-inf)\''
96,170,0,380,19000,32353,20683,0,263,1998,1000,6.5,2.35,0,'\'(49950000-inf)\''
299,120,0,680,10000,293662,13581,4,836,2004,851,7.6,2.35,0,'\'(49950000-inf)\''
167,100,55,416,12000,102129,14611,2,432,2002,1000,5.5,1.85,0,'\'(49950000-inf)\''
125,115,13,579,2000,48753,4496,2,323,2004,1000,6.5,2.35,0,'\'(49950000-inf)\''
387,130,188,1000,10000,226570,16385,1,448,2012,3000,7,2.35,38000,'\'(49950000-inf)\''
199,105,212,811,1000,99043,3697,0,643,1999,975,5.8,1.78,0,'\'(49950000-inf)\''
136,111,197,6,433,33158,679,4,223,2009,208,7.3,1.85,0,'\'(49950000-inf)\''
436,106,0,175,13000,180479,13634,0,411,2011,240,6.6,2.35,42000,'\'(49950000-inf)\''
73,89,18,226,658,23476,1233,1,181,2003,257,4.4,1.85,858,'\'(49950000-inf)\''
310,100,253,57,309,143121,647,0,279,2009,229,7.7,1.85,10000,'\'(49950000-inf)\''
323,91,0,751,11000,163130,13654,2,1264,2008,946,5,2.35,6000,'\'(20500000-49950000]\''
171,146,12000,451,18000,266310,20454,0,690,2004,992,7.7,2.35,14000,'\'(49950000-inf)\''
76,98,48,722,21000,14888,24664,5,83,2006,936,4.4,2.35,747,'\'(49950000-inf)\''
173,101,480,767,881,120795,3943,1,308,2004,869,6.1,1.85,0,'\'(49950000-inf)\''
81,94,32,626,854,68406,4530,1,162,1996,628,5.4,1.85,0,'\'(49950000-inf)\''
242,132,0,160,366,244566,1112,1,597,2004,334,6.8,2.35,0,'\'(49950000-inf)\''
110,115,234,521,3000,23302,4713,0,181,1998,552,6.5,2.35,1000,'\'(49950000-inf)\''
328,92,28,586,10000,72287,13597,0,176,2012,884,7,2.35,12000,'\'(49950000-inf)\''
83,124,105,460,24000,88225,38227,0,227,1997,13000,6.3,2.35,0,'\'(49950000-inf)\''
196,119,610,716,834,89816,3637,2,347,2003,780,6.3,1.85,0,'\'(49950000-inf)\''
34,124,50,672,1000,11370,3653,0,54,1996,944,6.1,2.35,829,'\'(49950000-inf)\''
118,93,18,903,9000,31209,13403,2,106,2008,2000,6.1,1.85,0,'\'(49950000-inf)\''
81,98,11,107,966,61966,2018,1,207,2002,680,5.3,1.85,797,'\'(49950000-inf)\''
47,92,14,488,789,35918,2318,3,126,1995,520,5.4,2.35,1000,'\'(49950000-inf)\''
313,105,0,288,539,99035,1411,3,289,2014,394,6.2,1.85,17000,'\'(49950000-inf)\''
315,124,737,14000,34000,75329,75793,3,256,2015,22000,6.6,2.35,24000,'\'(49950000-inf)\''
225,99,24,864,18000,69484,20276,0,323,2016,992,5.9,2.35,28000,'\'(49950000-inf)\''
223,116,0,672,1000,170179,3090,0,656,1997,720,6.3,2.35,0,'\'(49950000-inf)\''
198,124,845,295,650,256213,1640,3,338,2007,467,7.2,1.85,0,'\'(49950000-inf)\''
219,96,7,642,874,40883,3151,1,122,2014,668,6.8,2.35,11000,'\'(49950000-inf)\''
92,104,165,944,1000,55749,4294,0,257,1998,967,6.1,2.35,0,'\'(20500000-49950000]\''
435,100,97,2000,11000,246698,22128,2,471,2014,8000,7.8,2.35,64000,'\'(49950000-inf)\''
111,115,11,642,1000,51252,4305,0,156,2005,759,5,2.35,621,'\'(20500000-49950000]\''
138,101,38,11000,23000,107859,53024,3,569,2002,18000,6.2,2.35,0,'\'(49950000-inf)\''
415,113,181,300,33000,173530,34738,2,264,2013,301,6.7,1.85,40000,'\'(49950000-inf)\''
170,100,11000,485,10000,76770,12258,1,203,2009,1000,4.9,2.35,0,'\'(49950000-inf)\''
306,134,16000,204,13000,124222,24458,0,259,2009,11000,7.4,2.35,23000,'\'(49950000-inf)\''
211,125,209,896,8000,41727,10623,2,184,2009,1000,6.2,1.85,0,'\'(49950000-inf)\''
49,94,80,230,1000,10883,2151,0,73,1999,417,4.9,2.35,448,'\'(49950000-inf)\''
161,107,69,206,310,42144,1352,1,213,2006,219,6.1,2.35,690,'\'(49950000-inf)\''
156,91,2,480,12000,41259,22668,0,72,2009,10000,6.1,2.35,0,'\'(49950000-inf)\''
172,116,53,906,27000,58450,31224,1,842,2002,1000,6.4,1.85,0,'\'(49950000-inf)\''
161,100,0,210,436,76560,1395,1,322,2003,399,6.3,2.35,0,'\'(49950000-inf)\''
258,117,258,896,2000,75201,7053,0,256,2010,1000,6.6,2.35,0,'\'(49950000-inf)\''
95,110,0,308,510,19176,1976,1,165,1997,344,5.7,1.85,956,'\'(20500000-49950000]\''
105,96,11000,236,22000,69319,22889,2,138,2002,394,5.9,2.35,846,'\'(49950000-inf)\''
198,101,50,1000,22000,73368,38809,1,248,2008,14000,6,2.35,0,'\'(49950000-inf)\''
79,111,17,652,13000,54314,16536,0,127,1998,968,6.1,2.35,0,'\'(49950000-inf)\''
210,117,456,569,21000,44099,23745,3,143,2009,939,6.7,1.85,0,'\'(49950000-inf)\''
125,126,0,9000,13000,45296,34774,1,267,2000,10000,6.7,1.85,0,'\'(49950000-inf)\''
149,152,488,947,22000,207287,36897,2,822,2000,11000,7.9,2.35,15000,'\'(49950000-inf)\''
77,101,93,218,287,51349,993,0,213,2005,233,4.3,2.35,0,'\'(49950000-inf)\''
225,87,124,77,865,97089,1417,0,233,2011,441,5.7,1.66,20000,'\'(49950000-inf)\''
98,85,0,82,11000,36144,11301,0,91,2003,102,6.7,2.35,880,'\'(49950000-inf)\''
172,130,545,552,722,120416,2525,3,857,1997,585,6.7,1.85,10000,'\'(49950000-inf)\''
703,173,0,19000,26000,995415,87697,0,1722,2012,21000,8.1,2.35,123000,'\'(49950000-inf)\''
117,104,293,256,780,31788,2109,0,243,2002,265,6.1,2.35,0,'\'(49950000-inf)\''
240,121,0,854,19000,63363,22833,1,644,2006,972,5.6,2.35,0,'\'(49950000-inf)\''
123,140,23,579,11000,35565,12634,3,247,2006,779,6.6,2.35,2000,'\'(49950000-inf)\''
110,131,37,507,968,57100,3012,0,281,2001,848,6.9,2.35,0,'\'(49950000-inf)\''
100,91,394,68,889,14596,1262,0,282,2000,290,4.8,2.35,589,'\'(49950000-inf)\''
189,118,167,778,20000,41288,22447,3,126,2014,882,6.2,2.35,17000,'\'(49950000-inf)\''
212,130,91,1000,5000,107028,10247,1,457,2013,2000,6,1.85,44000,'\'(49950000-inf)\''
127,90,48,196,973,31640,1865,2,109,2008,400,4.9,2.35,791,'\'(49950000-inf)\''
196,103,179,87,794,44966,1467,0,411,2005,329,5.6,1.85,0,'\'(20500000-49950000]\''
115,122,2000,1000,11000,35599,15275,3,195,1999,1000,6.1,2.35,641,'\'(49950000-inf)\''
161,106,34,466,3000,60232,5329,1,110,2008,1000,6.1,2.35,0,'\'(49950000-inf)\''
223,103,436,437,19000,53864,20881,2,290,2008,961,4.8,2.35,2000,'\'(49950000-inf)\''
181,107,192,280,40000,47320,42683,3,188,2015,2000,5.5,2.35,12000,'\'(49950000-inf)\''
140,156,892,102,26000,38398,26564,2,368,2007,368,3.8,2.35,0,'\'(49950000-inf)\''
54,127,258,617,11000,22570,12947,0,156,2003,708,6.5,2.35,0,'\'(20500000-49950000]\''
81,132,131,242,11000,18209,12133,0,183,2005,298,6.7,2.35,0,'\'(49950000-inf)\''
579,108,84,361,16000,479047,18239,1,1058,2016,805,8.1,2.35,117000,'\'(49950000-inf)\''
56,114,65,440,743,16260,2367,0,88,1998,730,4.9,2.35,296,'\'(49950000-inf)\''
490,133,16000,318,14000,325264,16277,4,916,2014,962,7.3,2.35,112000,'\'(49950000-inf)\''
218,103,11,543,2000,47968,5497,1,154,2015,1000,6.4,1.85,35000,'\'(49950000-inf)\''
142,95,70,512,970,82819,2876,0,263,2005,834,6.7,1.85,0,'\'(49950000-inf)\''
57,90,32,809,1000,15517,6299,1,85,2000,891,3.6,2.35,500,'\'(49950000-inf)\''
84,87,10,349,13000,92106,14574,8,171,1988,1000,5.7,1.85,2000,'\'(49950000-inf)\''
186,114,0,110,142,27664,589,2,120,2008,117,6,2.35,472,'\'(49950000-inf)\''
133,103,30,727,963,29523,3150,2,121,2009,935,4.7,2.35,0,'\'(49950000-inf)\''
246,125,189,839,1000,159931,5081,1,281,2013,847,6.3,2.35,22000,'\'(49950000-inf)\''
253,97,545,529,14000,131447,16098,0,410,2010,1000,5.9,2.35,19000,'\'(49950000-inf)\''
144,125,143,519,1000,28807,4416,2,273,2012,664,5.9,2.35,0,'\'(49950000-inf)\''
117,136,138,9000,18000,259519,45271,2,431,1997,14000,7.5,2.35,11000,'\'(49950000-inf)\''
157,116,51,622,11000,70681,16484,0,198,2012,3000,5.6,2.35,12000,'\'(49950000-inf)\''
60,103,357,40,2000,78343,2710,2,139,1996,663,6.4,2.35,0,'\'(49950000-inf)\''
117,97,420,455,4000,38298,9814,1,147,2004,3000,6.3,2.35,782,'\'(49950000-inf)\''
287,96,83,1000,12000,87745,16121,2,331,2011,1000,4.3,2.35,18000,'\'(49950000-inf)\''
96,131,108,58,23000,28099,23325,0,220,2001,243,5.9,2.35,0,'\'(49950000-inf)\''
125,95,163,650,14000,66308,16884,1,225,2005,799,5.5,2.35,0,'\'(49950000-inf)\''
117,86,10,348,12000,53118,14146,0,221,2004,795,6.2,2.35,0,'\'(49950000-inf)\''
149,142,0,194,15000,1251222,15700,0,1398,1994,294,8.8,1.85,59000,'\'(49950000-inf)\''
131,92,25,639,1000,57276,2847,2,146,2007,718,5.2,1.85,0,'\'(49950000-inf)\''
150,108,116,708,22000,260442,24286,1,507,2000,713,7,1.78,0,'\'(49950000-inf)\''
92,84,12,752,23000,119675,26754,0,216,1995,2000,6.6,2.35,0,'\'(49950000-inf)\''
169,188,503,467,10000,126357,12940,1,497,1978,593,7.3,1.85,0,'\'(49950000-inf)\''
57,95,293,744,851,86556,3155,1,99,1996,773,5.6,2.35,960,'\'(49950000-inf)\''
171,118,72,681,10000,244840,13426,0,372,2005,975,6.6,1.85,0,'\'(49950000-inf)\''
53,92,39,458,3000,56168,4518,3,103,1997,562,5.4,2.35,5000,'\'(49950000-inf)\''
153,74,58,729,3000,162331,5713,0,332,2003,864,6.3,2.35,0,'\'(49950000-inf)\''
491,134,521,186,15000,323353,16281,2,527,2013,535,7.9,2.35,65000,'\'(49950000-inf)\''
247,101,189,7000,15000,127571,39822,0,207,2010,11000,6.3,1.85,0,'\'(49950000-inf)\''
26,100,52,394,795,85903,2638,0,92,1995,419,6,2.35,0,'\'(49950000-inf)\''
292,132,845,683,18000,229574,37605,2,436,2014,17000,7.2,2.35,56000,'\'(49950000-inf)\''
114,105,61,708,5000,68417,7184,0,242,2002,827,5.1,2.35,0,'\'(49950000-inf)\''
82,123,12000,665,18000,81026,30132,0,194,1995,10000,7.3,2.35,0,'\'(49950000-inf)\''
201,117,125,168,10000,338383,11036,1,611,2006,617,8,2.35,32000,'\'(49950000-inf)\''
231,98,124,354,931,126746,2287,0,600,2005,507,6.2,2.35,0,'\'(49950000-inf)\''
55,128,272,383,2000,36587,3888,1,95,1994,812,6,2.35,0,'\'(49950000-inf)\''
110,114,52,539,12000,94407,13905,0,322,1998,702,6.7,2.35,0,'\'(49950000-inf)\''
354,111,16000,640,926,735784,3983,2,2105,2003,890,8.1,1.37,13000,'\'(20500000-49950000]\''
140,85,0,490,21000,56874,22458,0,358,1999,860,6.4,2.35,0,'\'(49950000-inf)\''
304,137,16000,348,890,512749,1959,1,935,2004,387,8,2.35,0,'\'(20500000-49950000]\''
45,97,96,403,13000,75365,14432,3,149,1989,549,6.3,1.85,0,'\'(49950000-inf)\''
49,104,0,812,13000,78974,25599,2,173,1992,11000,6.4,2.35,8000,'\'(49950000-inf)\''
146,110,9,95,485,96690,939,0,293,2000,110,6.6,2.35,0,'\'(49950000-inf)\''
60,133,53,263,1000,40858,2916,1,144,1996,780,6.4,1.85,0,'\'(49950000-inf)\''
189,94,70,497,1000,67191,2820,0,108,2011,549,6,2.35,14000,'\'(49950000-inf)\''
206,104,50,947,5000,88049,7247,1,279,2008,962,6.6,1.85,0,'\'(49950000-inf)\''
118,91,39,562,1000,18042,3104,0,73,2013,591,5.9,2.35,0,'\'(49950000-inf)\''
210,145,21000,243,534,207686,1543,1,776,1992,273,6.4,2.35,0,'\'(49950000-inf)\''
76,135,317,34,57,29205,164,2,194,1996,40,6.3,2.35,0,'\'(49950000-inf)\''
149,122,287,135,22000,145422,24270,0,572,1998,2000,7.3,2.35,0,'\'(49950000-inf)\''
62,110,81,163,1000,46239,1752,0,155,1996,416,6.8,2.35,0,'\'(49950000-inf)\''
224,95,17,594,838,49207,3697,4,174,2014,722,7.2,2.35,30000,'\'(49950000-inf)\''
265,102,82,537,622,104066,2488,1,207,2012,591,5.7,1.85,15000,'\'(49950000-inf)\''
135,94,607,215,933,35830,2248,1,321,2003,518,6,2.35,0,'\'(49950000-inf)\''
100,126,226,241,12000,27191,13406,2,232,1999,509,6.5,2.35,0,'\'(49950000-inf)\''
123,118,101,327,13000,44453,14036,3,154,2003,390,5.8,2.35,0,'\'(49950000-inf)\''
164,99,3,490,8000,67005,10026,0,119,2008,509,5.8,2.35,0,'\'(49950000-inf)\''
238,88,91,591,4000,36877,6254,0,101,2012,796,6.7,2.35,0,'\'(49950000-inf)\''
264,141,16000,539,11000,199056,12840,1,387,2008,963,7.8,1.85,14000,'\'(49950000-inf)\''
47,107,99,581,18000,40346,31014,3,95,1996,11000,5.6,2.35,1000,'\'(49950000-inf)\''
50,116,12000,552,22000,38533,24618,0,89,1996,617,5.8,2.35,0,'\'(49950000-inf)\''
153,143,541,530,18000,96654,20660,1,2047,2004,893,7.4,1.85,0,'\'(49950000-inf)\''
202,114,159,877,13000,54787,16899,0,216,2007,2000,6.9,2.35,0,'\'(49950000-inf)\''
178,93,45,352,9000,110614,10185,0,532,2005,460,5.5,2.35,0,'\'(49950000-inf)\''
84,280,33,67,789,13215,1671,0,497,2003,640,6.3,2.35,953,'\'(49950000-inf)\''
44,100,0,745,995,8983,3952,2,84,1997,879,4.7,2.35,316,'\'(49950000-inf)\''
93,107,11,506,939,10417,3742,4,39,2009,605,5.6,1.85,610,'\'(49950000-inf)\''
277,119,33,518,3000,24285,6089,0,110,2014,2000,6.4,1.85,10000,'\'(49950000-inf)\''
76,95,906,287,956,11148,2260,1,229,2004,579,4.2,2.35,437,'\'(49950000-inf)\''
197,119,59,676,2000,61680,4315,1,222,2010,828,6.4,2.35,19000,'\'(49950000-inf)\''
186,133,0,46,226,62607,405,1,239,2004,52,7.7,1.85,0,'\'(20500000-49950000]\''
224,117,0,845,12000,158267,15371,1,559,2002,919,6.7,2.35,0,'\'(49950000-inf)\''
202,123,125,835,10000,232710,14727,3,599,2008,3000,7.7,1.85,26000,'\'(49950000-inf)\''
279,92,394,565,13000,39247,25418,1,131,2012,11000,5.7,1.85,10000,'\'(49950000-inf)\''
110,170,0,889,14000,267980,16949,0,545,1990,1000,7.6,1.85,0,'\'(49950000-inf)\''
190,123,488,2000,5000,58658,12700,1,495,2005,4000,6.4,1.85,0,'\'(49950000-inf)\''
136,110,94,240,277,68417,847,4,195,2006,245,5.6,2.35,0,'\'(49950000-inf)\''
121,116,44,420,593,76331,2908,0,269,1980,467,6.8,2.35,0,'\'(49950000-inf)\''
131,121,102,43,117,41620,286,0,418,2003,62,2.4,1.85,2000,'\'(49950000-inf)\''
127,128,234,581,14000,20740,27614,0,178,2006,12000,6.2,2.35,0,'\'(49950000-inf)\''
160,99,309,577,23000,58416,26527,1,301,2000,1000,5.9,2.35,0,'\'(20500000-49950000]\''
78,94,383,753,4000,86347,6017,1,191,1997,808,7.1,2.35,0,'\'(49950000-inf)\''
209,127,1000,653,1000,224013,2601,1,2319,2001,691,7.6,2.35,10000,'\'(49950000-inf)\''
98,89,17,303,12000,21283,13390,7,190,2001,708,5.5,2.35,361,'\'(49950000-inf)\''
391,123,108,3000,40000,115216,63769,0,289,2015,19000,7,2.35,44000,'\'(49950000-inf)\''
279,135,16000,310,23000,101221,24468,0,415,2006,638,7.1,2.35,0,'\'(49950000-inf)\''
216,118,473,963,18000,217480,22517,0,429,2009,1000,7.4,2.35,21000,'\'(49950000-inf)\''
250,189,0,1000,16000,155496,22186,1,532,2007,3000,7.6,1.85,0,'\'(49950000-inf)\''
78,172,438,466,852,6082,2397,1,207,1998,637,5.9,2.35,853,'\'(49950000-inf)\''
106,124,161,681,21000,18310,26334,0,63,2007,3000,5.9,1.85,672,'\'(49950000-inf)\''
194,141,14000,3000,29000,525801,48153,0,667,2002,15000,8,1.85,15000,'\'(49950000-inf)\''
558,157,0,304,1000,216032,2759,1,640,2012,1000,7.4,1.85,39000,'\'(20500000-49950000]\''
183,106,235,931,4000,102167,8315,1,483,2006,957,5.8,2.35,0,'\'(49950000-inf)\''
238,108,58,838,14000,145974,26002,12,611,2008,11000,6.3,1.85,10000,'\'(49950000-inf)\''
186,125,0,11000,14000,95437,45696,5,211,2010,12000,5.7,2.35,9000,'\'(49950000-inf)\''
144,107,422,379,631,66382,2297,0,612,2005,534,5.1,2.35,0,'\'(49950000-inf)\''
156,215,0,463,648,138941,1937,2,1448,1998,568,7.6,2.35,0,'\'(49950000-inf)\''
215,118,71,634,16000,136680,28045,1,149,2011,10000,6.4,2.35,13000,'\'(49950000-inf)\''
140,118,869,21,134,100743,209,2,549,1999,27,7.4,2.35,0,'\'(49950000-inf)\''
133,178,17000,574,22000,333542,24183,1,533,1995,721,8.2,2.35,11000,'\'(49950000-inf)\''
203,92,180,75,211,97775,488,3,211,2010,135,6.5,2.35,0,'\'(49950000-inf)\''
127,104,13,343,961,42324,2422,1,180,2003,691,5.5,1.85,846,'\'(49950000-inf)\''
155,116,101,79,889,185878,1711,1,481,2000,624,6.5,1.85,0,'\'(49950000-inf)\''
98,90,176,523,677,21396,2055,2,155,2006,560,5.6,2.35,605,'\'(49950000-inf)\''
299,130,129,12000,21000,220758,64040,1,919,2009,17000,4.6,1.85,13000,'\'(49950000-inf)\''
212,90,80,21,145,467113,275,2,945,2001,50,7.9,1.85,0,'\'(49950000-inf)\''
413,106,53,593,13000,200035,14607,0,407,2011,963,7.1,1.85,36000,'\'(49950000-inf)\''
67,155,58,720,25000,145257,38518,0,322,1991,11000,6.9,1.85,0,'\'(20500000-49950000]\''
109,139,488,597,10000,189923,12182,1,318,1996,743,7.3,1.85,0,'\'(49950000-inf)\''
457,112,3000,1000,15000,471644,21773,0,623,2012,3000,7,1.85,74000,'\'(49950000-inf)\''
156,139,274,285,625,224671,1474,1,470,1997,440,7.7,2.35,11000,'\'(49950000-inf)\''
55,115,293,878,49000,80580,74382,2,375,1998,22000,6.7,2.35,0,'\'(49950000-inf)\''
272,143,285,7000,11000,131227,28176,1,346,2013,8000,6.3,1.85,41000,'\'(49950000-inf)\''
117,96,65,828,12000,110432,26826,0,309,2002,11000,5.8,2.35,0,'\'(49950000-inf)\''
539,112,14000,417,1000,287822,3388,0,849,2011,560,7.1,1.85,37000,'\'(49950000-inf)\''
169,131,0,658,8000,135246,10003,2,498,2000,883,7.3,1.85,0,'\'(49950000-inf)\''
140,116,80,651,11000,156717,14087,2,357,2003,1000,6.4,2.35,0,'\'(49950000-inf)\''
330,112,97,584,17000,258186,19428,0,322,2014,920,7.1,1.85,24000,'\'(49950000-inf)\''
120,123,277,4000,11000,239752,25697,1,406,1994,10000,7.6,2.35,11000,'\'(49950000-inf)\''
190,104,235,1000,14000,271691,29505,2,243,2008,11000,6.8,2.35,0,'\'(49950000-inf)\''
177,107,43,569,12000,33354,14569,2,110,2016,919,6.6,2.35,10000,'\'(49950000-inf)\''
65,124,0,701,8000,46482,9988,2,252,1998,818,6.7,1.85,0,'\'(49950000-inf)\''
