@relation 'mydata-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R28-weka.filters.unsupervised.attribute.Remove-R1-2,7,10-11,14-17-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R9'

@attribute num_critic_for_reviews numeric
@attribute duration numeric
@attribute director_facebook_likes numeric
@attribute actor_3_facebook_likes numeric
@attribute actor_1_facebook_likes numeric
@attribute num_voted_users numeric
@attribute cast_total_facebook_likes numeric
@attribute num_user_for_reviews numeric
@attribute budget numeric
@attribute title_year numeric
@attribute actor_2_facebook_likes numeric
@attribute imdb_score numeric
@attribute aspect_ratio numeric
@attribute movie_facebook_likes numeric
@attribute gross {'\'(-inf-141489591.767]\'','\'(141489591.767-380253004.5]\'','\'(380253004.5-inf)\''}

@data
49,94,80,230,1000,10883,2151,73,65000000,1999,417,4.9,2.35,448,'\'(-inf-141489591.767]\''
161,107,69,206,310,42144,1352,213,60000000,2006,219,6.1,2.35,690,'\'(-inf-141489591.767]\''
156,91,2,480,12000,41259,22668,72,70000000,2009,10000,6.1,2.35,0,'\'(-inf-141489591.767]\''
172,116,53,906,27000,58450,31224,842,60000000,2002,1000,6.4,1.85,0,'\'(-inf-141489591.767]\''
161,100,0,210,436,76560,1395,322,60000000,2003,399,6.3,2.35,0,'\'(-inf-141489591.767]\''
258,117,258,896,2000,75201,7053,256,80000000,2010,1000,6.6,2.35,0,'\'(-inf-141489591.767]\''
95,110,0,308,510,19176,1976,165,40000000,1997,344,5.7,1.85,956,'\'(-inf-141489591.767]\''
105,96,11000,236,22000,69319,22889,138,60000000,2002,394,5.9,2.35,846,'\'(-inf-141489591.767]\''
198,101,50,1000,22000,73368,38809,248,60000000,2008,14000,6,2.35,0,'\'(-inf-141489591.767]\''
79,111,17,652,13000,54314,16536,127,60000000,1998,968,6.1,2.35,0,'\'(-inf-141489591.767]\''
210,117,456,569,21000,44099,23745,143,60000000,2009,939,6.7,1.85,0,'\'(-inf-141489591.767]\''
125,126,0,9000,13000,45296,34774,267,60000000,2000,10000,6.7,1.85,0,'\'(-inf-141489591.767]\''
149,152,488,947,22000,207287,36897,822,60000000,2000,11000,7.9,2.35,15000,'\'(-inf-141489591.767]\''
77,101,93,218,287,51349,993,213,87000000,2005,233,4.3,2.35,0,'\'(-inf-141489591.767]\''
225,87,124,77,865,97089,1417,233,60000000,2011,441,5.7,1.66,20000,'\'(-inf-141489591.767]\''
98,85,0,82,11000,36144,11301,91,60000000,2003,102,6.7,2.35,880,'\'(-inf-141489591.767]\''
172,130,545,552,722,120416,2525,857,60000000,1997,585,6.7,1.85,10000,'\'(-inf-141489591.767]\''
703,173,0,19000,26000,995415,87697,1722,220000000,2012,21000,8.1,2.35,123000,'\'(380253004.5-inf)\''
117,104,293,256,780,31788,2109,243,60000000,2002,265,6.1,2.35,0,'\'(-inf-141489591.767]\''
240,121,0,854,19000,63363,22833,644,50000000,2006,972,5.6,2.35,0,'\'(-inf-141489591.767]\''
123,140,23,579,11000,35565,12634,247,60000000,2006,779,6.6,2.35,2000,'\'(-inf-141489591.767]\''
110,131,37,507,968,57100,3012,281,60000000,2001,848,6.9,2.35,0,'\'(-inf-141489591.767]\''
100,91,394,68,889,14596,1262,282,65000000,2000,290,4.8,2.35,589,'\'(-inf-141489591.767]\''
189,118,167,778,20000,41288,22447,126,60000000,2014,882,6.2,2.35,17000,'\'(-inf-141489591.767]\''
212,130,91,1000,5000,107028,10247,457,60000000,2013,2000,6,1.85,44000,'\'(-inf-141489591.767]\''
127,90,48,196,973,31640,1865,109,60000000,2008,400,4.9,2.35,791,'\'(-inf-141489591.767]\''
196,103,179,87,794,44966,1467,411,30000000,2005,329,5.6,1.85,0,'\'(-inf-141489591.767]\''
115,122,2000,1000,11000,35599,15275,195,55000000,1999,1000,6.1,2.35,641,'\'(-inf-141489591.767]\''
161,106,34,466,3000,60232,5329,110,60000000,2008,1000,6.1,2.35,0,'\'(-inf-141489591.767]\''
223,103,436,437,19000,53864,20881,290,60000000,2008,961,4.8,2.35,2000,'\'(-inf-141489591.767]\''
181,107,192,280,40000,47320,42683,188,60000000,2015,2000,5.5,2.35,12000,'\'(-inf-141489591.767]\''
140,156,892,102,26000,38398,26564,368,60000000,2007,368,3.8,2.35,0,'\'(-inf-141489591.767]\''
54,127,258,617,11000,22570,12947,156,35000000,2003,708,6.5,2.35,0,'\'(-inf-141489591.767]\''
81,132,131,242,11000,18209,12133,183,80000000,2005,298,6.7,2.35,0,'\'(-inf-141489591.767]\''
579,108,84,361,16000,479047,18239,1058,58000000,2016,805,8.1,2.35,117000,'\'(141489591.767-380253004.5]\''
56,114,65,440,743,16260,2367,88,60000000,1998,730,4.9,2.35,296,'\'(-inf-141489591.767]\''
490,133,16000,318,14000,325264,16277,916,58800000,2014,962,7.3,2.35,112000,'\'(141489591.767-380253004.5]\''
218,103,11,543,2000,47968,5497,154,58000000,2015,1000,6.4,1.85,35000,'\'(-inf-141489591.767]\''
142,95,70,512,970,82819,2876,263,58000000,2005,834,6.7,1.85,0,'\'(-inf-141489591.767]\''
57,90,32,809,1000,15517,6299,85,60000000,2000,891,3.6,2.35,500,'\'(-inf-141489591.767]\''
84,87,10,349,13000,92106,14574,171,63000000,1988,1000,5.7,1.85,2000,'\'(-inf-141489591.767]\''
186,114,0,110,142,27664,589,120,58000000,2008,117,6,2.35,472,'\'(-inf-141489591.767]\''
133,103,30,727,963,29523,3150,121,58000000,2009,935,4.7,2.35,0,'\'(-inf-141489591.767]\''
246,125,189,839,1000,159931,5081,281,58000000,2013,847,6.3,2.35,22000,'\'(-inf-141489591.767]\''
253,97,545,529,14000,131447,16098,410,60000000,2010,1000,5.9,2.35,19000,'\'(-inf-141489591.767]\''
144,125,143,519,1000,28807,4416,273,58000000,2012,664,5.9,2.35,0,'\'(-inf-141489591.767]\''
117,136,138,9000,18000,259519,45271,431,57000000,1997,14000,7.5,2.35,11000,'\'(-inf-141489591.767]\''
157,116,51,622,11000,70681,16484,198,70000000,2012,3000,5.6,2.35,12000,'\'(-inf-141489591.767]\''
60,103,357,40,2000,78343,2710,139,57000000,1996,663,6.4,2.35,0,'\'(-inf-141489591.767]\''
117,97,420,455,4000,38298,9814,147,58000000,2004,3000,6.3,2.35,782,'\'(-inf-141489591.767]\''
287,96,83,1000,12000,87745,16121,331,57000000,2011,1000,4.3,2.35,18000,'\'(-inf-141489591.767]\''
96,131,108,58,23000,28099,23325,220,57000000,2001,243,5.9,2.35,0,'\'(-inf-141489591.767]\''
125,95,163,650,14000,66308,16884,225,56000000,2005,799,5.5,2.35,0,'\'(-inf-141489591.767]\''
117,86,10,348,12000,53118,14146,221,56000000,2004,795,6.2,2.35,0,'\'(-inf-141489591.767]\''
149,142,0,194,15000,1251222,15700,1398,55000000,1994,294,8.8,1.85,59000,'\'(141489591.767-380253004.5]\''
131,92,25,639,1000,57276,2847,146,60000000,2007,718,5.2,1.85,0,'\'(-inf-141489591.767]\''
150,108,116,708,22000,260442,24286,507,55000000,2000,713,7,1.78,0,'\'(-inf-141489591.767]\''
92,84,12,752,23000,119675,26754,216,55000000,1995,2000,6.6,2.35,0,'\'(-inf-141489591.767]\''
169,188,503,467,10000,126357,12940,497,55000000,1978,593,7.3,1.85,0,'\'(-inf-141489591.767]\''
57,95,293,744,851,86556,3155,99,54000000,1996,773,5.6,2.35,960,'\'(-inf-141489591.767]\''
171,118,72,681,10000,244840,13426,372,70000000,2005,975,6.6,1.85,0,'\'(-inf-141489591.767]\''
53,92,39,458,3000,56168,4518,103,55000000,1997,562,5.4,2.35,5000,'\'(-inf-141489591.767]\''
153,74,58,729,3000,162331,5713,332,55000000,2003,864,6.3,2.35,0,'\'(-inf-141489591.767]\''
491,134,521,186,15000,323353,16281,527,55000000,2013,535,7.9,2.35,65000,'\'(-inf-141489591.767]\''
247,101,189,7000,15000,127571,39822,207,55000000,2010,11000,6.3,1.85,0,'\'(-inf-141489591.767]\''
26,100,52,394,795,85903,2638,92,50000000,1995,419,6,2.35,0,'\'(-inf-141489591.767]\''
292,132,845,683,18000,229574,37605,436,55000000,2014,17000,7.2,2.35,56000,'\'(-inf-141489591.767]\''
114,105,61,708,5000,68417,7184,242,55000000,2002,827,5.1,2.35,0,'\'(-inf-141489591.767]\''
82,123,12000,665,18000,81026,30132,194,53000000,1995,10000,7.3,2.35,0,'\'(-inf-141489591.767]\''
201,117,125,168,10000,338383,11036,611,55000000,2006,617,8,2.35,32000,'\'(-inf-141489591.767]\''
231,98,124,354,931,126746,2287,600,55000000,2005,507,6.2,2.35,0,'\'(-inf-141489591.767]\''
55,128,272,383,2000,36587,3888,95,55000000,1994,812,6,2.35,0,'\'(-inf-141489591.767]\''
110,114,52,539,12000,94407,13905,322,55000000,1998,702,6.7,2.35,0,'\'(-inf-141489591.767]\''
354,111,16000,640,926,735784,3983,2105,30000000,2003,890,8.1,1.37,13000,'\'(-inf-141489591.767]\''
140,85,0,490,21000,56874,22458,358,55000000,1999,860,6.4,2.35,0,'\'(-inf-141489591.767]\''
304,137,16000,348,890,512749,1959,935,30000000,2004,387,8,2.35,0,'\'(-inf-141489591.767]\''
45,97,96,403,13000,75365,14432,149,55000000,1989,549,6.3,1.85,0,'\'(-inf-141489591.767]\''
49,104,0,812,13000,78974,25599,173,55000000,1992,11000,6.4,2.35,8000,'\'(-inf-141489591.767]\''
146,110,9,95,485,96690,939,293,55000000,2000,110,6.6,2.35,0,'\'(-inf-141489591.767]\''
60,133,53,263,1000,40858,2916,144,55000000,1996,780,6.4,1.85,0,'\'(-inf-141489591.767]\''
189,94,70,497,1000,67191,2820,108,55000000,2011,549,6,2.35,14000,'\'(-inf-141489591.767]\''
206,104,50,947,5000,88049,7247,279,55000000,2008,962,6.6,1.85,0,'\'(-inf-141489591.767]\''
118,91,39,562,1000,18042,3104,73,55000000,2013,591,5.9,2.35,0,'\'(-inf-141489591.767]\''
210,145,21000,243,534,207686,1543,776,50000000,1992,273,6.4,2.35,0,'\'(-inf-141489591.767]\''
76,135,317,34,57,29205,164,194,55000000,1996,40,6.3,2.35,0,'\'(-inf-141489591.767]\''
149,122,287,135,22000,145422,24270,572,55000000,1998,2000,7.3,2.35,0,'\'(-inf-141489591.767]\''
62,110,81,163,1000,46239,1752,155,55000000,1996,416,6.8,2.35,0,'\'(-inf-141489591.767]\''
224,95,17,594,838,49207,3697,174,55000000,2014,722,7.2,2.35,30000,'\'(-inf-141489591.767]\''
265,102,82,537,622,104066,2488,207,68000000,2012,591,5.7,1.85,15000,'\'(-inf-141489591.767]\''
135,94,607,215,933,35830,2248,321,55000000,2003,518,6,2.35,0,'\'(-inf-141489591.767]\''
100,126,226,241,12000,27191,13406,232,55000000,1999,509,6.5,2.35,0,'\'(-inf-141489591.767]\''
123,118,101,327,13000,44453,14036,154,55000000,2003,390,5.8,2.35,0,'\'(-inf-141489591.767]\''
164,99,3,490,8000,67005,10026,119,55000000,2008,509,5.8,2.35,0,'\'(-inf-141489591.767]\''
238,88,91,591,4000,36877,6254,101,55000000,2012,796,6.7,2.35,0,'\'(-inf-141489591.767]\''
264,141,16000,539,11000,199056,12840,387,55000000,2008,963,7.8,1.85,14000,'\'(-inf-141489591.767]\''
47,107,99,581,18000,40346,31014,95,50000000,1996,11000,5.6,2.35,1000,'\'(-inf-141489591.767]\''
50,116,12000,552,22000,38533,24618,89,55000000,1996,617,5.8,2.35,0,'\'(-inf-141489591.767]\''
153,143,541,530,18000,96654,20660,2047,70000000,2004,893,7.4,1.85,0,'\'(-inf-141489591.767]\''
202,114,159,877,13000,54787,16899,216,55000000,2007,2000,6.9,2.35,0,'\'(-inf-141489591.767]\''
178,93,45,352,9000,110614,10185,532,62000000,2005,460,5.5,2.35,0,'\'(-inf-141489591.767]\''
84,280,33,67,789,13215,1671,497,56000000,2003,640,6.3,2.35,953,'\'(-inf-141489591.767]\''
44,100,0,745,995,8983,3952,84,71000000,1997,879,4.7,2.35,316,'\'(-inf-141489591.767]\''
93,107,11,506,939,10417,3742,39,55000000,2009,605,5.6,1.85,610,'\'(-inf-141489591.767]\''
277,119,33,518,3000,24285,6089,110,50000000,2014,2000,6.4,1.85,10000,'\'(-inf-141489591.767]\''
76,95,906,287,956,11148,2260,229,57000000,2004,579,4.2,2.35,437,'\'(-inf-141489591.767]\''
197,119,59,676,2000,61680,4315,222,55000000,2010,828,6.4,2.35,19000,'\'(-inf-141489591.767]\''
186,133,0,46,226,62607,405,239,47000000,2004,52,7.7,1.85,0,'\'(-inf-141489591.767]\''
224,117,0,845,12000,158267,15371,559,54000000,2002,919,6.7,2.35,0,'\'(-inf-141489591.767]\''
202,123,125,835,10000,232710,14727,599,55000000,2008,3000,7.7,1.85,26000,'\'(-inf-141489591.767]\''
279,92,394,565,13000,39247,25418,131,55000000,2012,11000,5.7,1.85,10000,'\'(-inf-141489591.767]\''
110,170,0,889,14000,267980,16949,545,54000000,1990,1000,7.6,1.85,0,'\'(-inf-141489591.767]\''
190,123,488,2000,5000,58658,12700,495,57000000,2005,4000,6.4,1.85,0,'\'(-inf-141489591.767]\''
136,110,94,240,277,68417,847,195,54000000,2006,245,5.6,2.35,0,'\'(-inf-141489591.767]\''
121,116,44,420,593,76331,2908,269,54000000,1980,467,6.8,2.35,0,'\'(-inf-141489591.767]\''
131,121,102,43,117,41620,286,418,54000000,2003,62,2.4,1.85,2000,'\'(-inf-141489591.767]\''
127,128,234,581,14000,20740,27614,178,55000000,2006,12000,6.2,2.35,0,'\'(-inf-141489591.767]\''
160,99,309,577,23000,58416,26527,301,46000000,2000,1000,5.9,2.35,0,'\'(-inf-141489591.767]\''
78,94,383,753,4000,86347,6017,191,50000000,1997,808,7.1,2.35,0,'\'(-inf-141489591.767]\''
209,127,1000,653,1000,224013,2601,2319,52500000,2001,691,7.6,2.35,10000,'\'(-inf-141489591.767]\''
98,89,17,303,12000,21283,13390,190,53000000,2001,708,5.5,2.35,361,'\'(-inf-141489591.767]\''
391,123,108,3000,40000,115216,63769,289,53000000,2015,19000,7,2.35,44000,'\'(-inf-141489591.767]\''
279,135,16000,310,23000,101221,24468,415,90000000,2006,638,7.1,2.35,0,'\'(-inf-141489591.767]\''
216,118,473,963,18000,217480,22517,429,50000000,2009,1000,7.4,2.35,21000,'\'(-inf-141489591.767]\''
250,189,0,1000,16000,155496,22186,532,53000000,2007,3000,7.6,1.85,0,'\'(-inf-141489591.767]\''
78,172,438,466,852,6082,2397,207,55000000,1998,637,5.9,2.35,853,'\'(-inf-141489591.767]\''
106,124,161,681,21000,18310,26334,63,55000000,2007,3000,5.9,1.85,672,'\'(-inf-141489591.767]\''
194,141,14000,3000,29000,525801,48153,667,52000000,2002,15000,8,1.85,15000,'\'(-inf-141489591.767]\''
558,157,0,304,1000,216032,2759,640,40000000,2012,1000,7.4,1.85,39000,'\'(-inf-141489591.767]\''
183,106,235,931,4000,102167,8315,483,52000000,2006,957,5.8,2.35,0,'\'(-inf-141489591.767]\''
238,108,58,838,14000,145974,26002,611,52000000,2008,11000,6.3,1.85,10000,'\'(-inf-141489591.767]\''
186,125,0,11000,14000,95437,45696,211,52000000,2010,12000,5.7,2.35,9000,'\'(-inf-141489591.767]\''
144,107,422,379,631,66382,2297,612,50000000,2005,534,5.1,2.35,0,'\'(-inf-141489591.767]\''
156,215,0,463,648,138941,1937,1448,52000000,1998,568,7.6,2.35,0,'\'(-inf-141489591.767]\''
215,118,71,634,16000,136680,28045,149,52000000,2011,10000,6.4,2.35,13000,'\'(-inf-141489591.767]\''
140,118,869,21,134,100743,209,549,52000000,1999,27,7.4,2.35,0,'\'(-inf-141489591.767]\''
133,178,17000,574,22000,333542,24183,533,52000000,1995,721,8.2,2.35,11000,'\'(-inf-141489591.767]\''
203,92,180,75,211,97775,488,211,52000000,2010,135,6.5,2.35,0,'\'(-inf-141489591.767]\''
127,104,13,343,961,42324,2422,180,52000000,2003,691,5.5,1.85,846,'\'(-inf-141489591.767]\''
155,116,101,79,889,185878,1711,481,51000000,2000,624,6.5,1.85,0,'\'(-inf-141489591.767]\''
98,90,176,523,677,21396,2055,155,51000000,2006,560,5.6,2.35,605,'\'(-inf-141489591.767]\''
299,130,129,12000,21000,220758,64040,919,50000000,2009,17000,4.6,1.85,13000,'\'(141489591.767-380253004.5]\''
212,90,80,21,145,467113,275,945,60000000,2001,50,7.9,1.85,0,'\'(141489591.767-380253004.5]\''
413,106,53,593,13000,200035,14607,407,50200000,2011,963,7.1,1.85,36000,'\'(-inf-141489591.767]\''
67,155,58,720,25000,145257,38518,322,48000000,1991,11000,6.9,1.85,0,'\'(-inf-141489591.767]\''
109,139,488,597,10000,189923,12182,318,50000000,1996,743,7.3,1.85,0,'\'(-inf-141489591.767]\''
457,112,3000,1000,15000,471644,21773,623,50000000,2012,3000,7,1.85,74000,'\'(-inf-141489591.767]\''
156,139,274,285,625,224671,1474,470,50000000,1997,440,7.7,2.35,11000,'\'(-inf-141489591.767]\''
55,115,293,878,49000,80580,74382,375,50000000,1998,22000,6.7,2.35,0,'\'(-inf-141489591.767]\''
272,143,285,7000,11000,131227,28176,346,50000000,2013,8000,6.3,1.85,41000,'\'(-inf-141489591.767]\''
117,96,65,828,12000,110432,26826,309,50000000,2002,11000,5.8,2.35,0,'\'(-inf-141489591.767]\''
539,112,14000,417,1000,287822,3388,849,50000000,2011,560,7.1,1.85,37000,'\'(-inf-141489591.767]\''
169,131,0,658,8000,135246,10003,498,52000000,2000,883,7.3,1.85,0,'\'(-inf-141489591.767]\''
140,116,80,651,11000,156717,14087,357,50000000,2003,1000,6.4,2.35,0,'\'(-inf-141489591.767]\''
330,112,97,584,17000,258186,19428,322,50000000,2014,920,7.1,1.85,24000,'\'(-inf-141489591.767]\''
120,123,277,4000,11000,239752,25697,406,60000000,1994,10000,7.6,2.35,11000,'\'(-inf-141489591.767]\''
190,104,235,1000,14000,271691,29505,243,70000000,2008,11000,6.8,2.35,0,'\'(-inf-141489591.767]\''
177,107,43,569,12000,33354,14569,110,50000000,2016,919,6.6,2.35,10000,'\'(-inf-141489591.767]\''
65,124,0,701,8000,46482,9988,252,50000000,1998,818,6.7,1.85,0,'\'(-inf-141489591.767]\''
145,96,51,322,8000,54010,10886,130,50000000,2015,2000,6.1,2.39,13000,'\'(-inf-141489591.767]\''
321,125,252,10000,40000,101178,62837,779,50000000,2014,11000,6,2.35,90000,'\'(-inf-141489591.767]\''
230,129,0,277,18000,273108,19148,646,45000000,2006,412,7.6,2.35,0,'\'(-inf-141489591.767]\''
143,90,241,416,1000,111368,3148,394,50000000,1999,495,7.1,1.85,0,'\'(-inf-141489591.767]\''
55,109,155,293,426,34471,1761,147,50000000,1995,387,5,2.35,0,'\'(-inf-141489591.767]\''
279,121,295,329,12000,186879,13421,791,50000000,2009,748,6.2,2.35,0,'\'(-inf-141489591.767]\''
143,95,9,11000,14000,58412,37967,242,50000000,2006,11000,5.6,2.39,2000,'\'(-inf-141489591.767]\''
310,118,43,7000,33000,375456,57426,292,50000000,2011,15000,7.4,1.85,44000,'\'(-inf-141489591.767]\''
116,80,12,58,13000,58961,13430,232,35000000,2004,258,5,2.35,795,'\'(-inf-141489591.767]\''
105,99,148,660,2000,27548,6729,209,60000000,2004,843,5.2,1.85,0,'\'(-inf-141489591.767]\''
419,133,152,11000,22000,283563,53094,312,50000000,2011,18000,7.6,1.85,27000,'\'(-inf-141489591.767]\''
64,127,249,808,18000,91176,30383,130,50000000,1995,11000,6.6,2.35,0,'\'(-inf-141489591.767]\''
359,106,174,660,14000,200647,16967,384,50000000,2014,664,7,2.35,24000,'\'(-inf-141489591.767]\''
166,98,99,433,12000,43328,14007,110,65000000,2009,536,5.7,2.35,0,'\'(-inf-141489591.767]\''
525,132,160,443,20000,791783,22417,2042,54000000,2005,979,8.2,2.35,48000,'\'(-inf-141489591.767]\''
165,114,71,55,154,81444,428,192,50000000,2003,131,6.2,1.85,955,'\'(-inf-141489591.767]\''
87,78,5,1000,8000,12845,11124,118,50000000,2006,2000,6.6,1.85,624,'\'(-inf-141489591.767]\''
117,101,23,541,660,36431,2177,168,50000000,2005,651,4.7,2.35,1000,'\'(-inf-141489591.767]\''
113,113,39,477,1000,40362,3341,248,50000000,2001,912,6.3,2.35,970,'\'(-inf-141489591.767]\''
349,98,75,467,10000,159868,11946,304,50000000,2013,520,6.1,1.85,45000,'\'(-inf-141489591.767]\''
152,124,213,372,838,63067,2583,533,50000000,2002,593,6.7,1.85,0,'\'(-inf-141489591.767]\''
288,109,154,144,15000,195043,15608,329,60000000,2011,348,6.1,2.35,27000,'\'(-inf-141489591.767]\''
358,128,79,414,13000,109188,14747,625,50000000,2005,903,7,2.35,0,'\'(-inf-141489591.767]\''
204,144,0,681,769,47764,3580,219,50000000,2016,726,7.4,2.35,44000,'\'(-inf-141489591.767]\''
156,95,34,679,17000,45580,19513,102,50000000,2014,995,7.3,2.35,18000,'\'(-inf-141489591.767]\''
171,105,12,935,87000,50170,101383,306,50000000,2006,11000,5.8,2.35,773,'\'(-inf-141489591.767]\''
76,121,16000,826,16000,39529,19139,142,50000000,1997,1000,6.7,2.35,1000,'\'(-inf-141489591.767]\''
97,125,0,957,10000,60326,15569,142,50000000,1997,2000,5.8,2.35,2000,'\'(-inf-141489591.767]\''
157,129,21000,283,495,261069,1397,506,50000000,1997,294,7.8,2.35,25000,'\'(-inf-141489591.767]\''
267,132,50,368,992,172792,1933,1740,50000000,2006,495,6.6,1.85,0,'\'(-inf-141489591.767]\''
118,118,41,585,18000,48322,24024,261,50000000,2000,4000,6.5,1.85,0,'\'(-inf-141489591.767]\''
291,113,22,1000,3000,172112,8398,181,50000000,2012,1000,6.7,2.35,39000,'\'(-inf-141489591.767]\''
68,140,473,294,18000,107227,20152,279,50000000,1998,822,7.3,1.85,3000,'\'(-inf-141489591.767]\''
228,89,77,159,490,54101,1367,210,50000000,2014,298,5.8,1.85,15000,'\'(-inf-141489591.767]\''
36,104,644,174,437,60293,1093,114,55000000,1994,289,5.5,1.85,669,'\'(-inf-141489591.767]\''
105,106,287,767,16000,68428,19610,148,50000000,1990,823,6.3,2.35,0,'\'(-inf-141489591.767]\''
276,141,71,3000,21000,136973,30183,275,50000000,2014,3000,7.4,2.35,47000,'\'(-inf-141489591.767]\''
93,124,75,258,294,46451,1289,156,50000000,1997,273,5.9,2.35,0,'\'(-inf-141489591.767]\''
191,98,38,706,14000,151580,16791,672,45000000,2004,919,6.2,2.35,0,'\'(-inf-141489591.767]\''
143,108,17,186,14000,74315,15634,259,40000000,2004,1000,5.9,2.35,0,'\'(-inf-141489591.767]\''
124,114,73,323,18000,45895,19739,157,50000000,2003,886,6.5,2.35,1000,'\'(-inf-141489591.767]\''
47,101,0,158,854,17997,1860,140,50000000,1994,643,4.4,1.85,812,'\'(-inf-141489591.767]\''
66,93,0,717,12000,20310,14899,177,50000000,2005,722,3.5,2.35,0,'\'(-inf-141489591.767]\''
118,119,0,39,29000,176169,29461,548,50000000,2000,414,6.6,1.85,0,'\'(-inf-141489591.767]\''
93,119,0,434,627,30890,2052,106,50000000,2004,508,6,2.35,718,'\'(-inf-141489591.767]\''
235,99,160,72,330,58349,701,194,40000000,2009,119,6.4,2.35,0,'\'(-inf-141489591.767]\''
113,137,0,432,24000,26034,25469,226,50000000,1999,743,6.5,1.85,0,'\'(-inf-141489591.767]\''
51,117,31,210,2000,34896,3016,118,40000000,1996,472,4.3,2.35,877,'\'(-inf-141489591.767]\''
98,87,9,1000,15000,11257,20061,65,50000000,2010,2000,4.2,2.35,0,'\'(-inf-141489591.767]\''
315,129,16000,447,13000,80140,14344,323,50000000,2010,563,6.5,1.85,16000,'\'(-inf-141489591.767]\''
136,115,58,401,33000,43574,34606,302,50000000,2002,455,6.1,1.85,0,'\'(-inf-141489591.767]\''
61,132,503,282,45000,62981,58528,84,50000000,1995,13000,6.3,2.35,0,'\'(-inf-141489591.767]\''
209,131,73,163,879,86374,1344,392,50000000,2007,184,6.2,1.85,3000,'\'(-inf-141489591.767]\''
99,95,0,323,13000,18404,14706,150,50000000,1999,559,5.9,2.35,0,'\'(-inf-141489591.767]\''
298,125,487,201,430,92461,1300,347,40000000,2013,329,5.9,2.35,43000,'\'(-inf-141489591.767]\''
131,98,323,511,933,49926,3357,286,50000000,2003,631,6.5,2.35,0,'\'(-inf-141489591.767]\''
146,110,16000,581,16000,34356,18635,260,50000000,2002,1000,6.4,2.35,705,'\'(-inf-141489591.767]\''
245,118,670,294,6000,80196,7654,190,50000000,2009,450,6.5,2.35,0,'\'(-inf-141489591.767]\''
104,101,0,764,12000,54021,15935,227,50000000,1996,898,5.7,2.35,0,'\'(-inf-141489591.767]\''
162,90,663,521,14000,128455,16358,514,70000000,1999,631,8,2.35,0,'\'(-inf-141489591.767]\''
259,119,0,639,13000,139535,15757,632,50000000,2004,1000,7.3,1.85,0,'\'(-inf-141489591.767]\''
79,139,378,303,11000,3077,12786,47,50000000,2016,552,6.7,2.35,10000,'\'(-inf-141489591.767]\''
141,130,317,256,18000,88270,32637,420,50000000,2003,14000,7.5,2.35,0,'\'(-inf-141489591.767]\''
59,100,65,730,1000,19829,6171,94,40000000,2005,923,5.4,2.35,779,'\'(-inf-141489591.767]\''
236,114,174,655,14000,76010,16992,205,50000000,2015,988,6.6,1.85,15000,'\'(-inf-141489591.767]\''
356,96,0,509,10000,189249,17211,398,25000000,2007,6000,7.7,2.35,0,'\'(-inf-141489591.767]\''
120,110,134,795,23000,63599,25049,208,50000000,2005,1000,5.8,2.35,0,'\'(-inf-141489591.767]\''
111,158,0,15,51,55889,144,390,390000000,1999,40,6.4,2.35,0,'\'(-inf-141489591.767]\''
208,102,234,11000,20000,85237,45202,274,49900000,2011,11000,5.6,2.35,18000,'\'(-inf-141489591.767]\''
174,84,260,692,6000,46239,8018,137,55000000,2011,694,6,2.35,0,'\'(-inf-141489591.767]\''
59,115,333,317,972,16562,2606,73,50000000,1997,713,6.2,1.85,697,'\'(-inf-141489591.767]\''
22,99,32,479,1000,33186,2949,78,50000000,1994,619,5.9,2.35,0,'\'(-inf-141489591.767]\''
34,135,596,2000,10000,12037,15820,90,50000000,1995,3000,5.1,2.35,943,'\'(-inf-141489591.767]\''
214,108,218,405,6000,38513,10191,127,22000000,2010,3000,6.8,2.35,9000,'\'(-inf-141489591.767]\''
186,127,12000,897,984,58015,5702,374,50000000,2005,940,6,1.85,0,'\'(-inf-141489591.767]\''
50,107,607,602,2000,9227,5461,70,50000000,1995,979,5.1,1.85,422,'\'(-inf-141489591.767]\''
180,95,83,1000,18000,113483,29926,245,50000000,2009,8000,5.8,2.35,0,'\'(-inf-141489591.767]\''
231,124,98,592,1000,67796,3580,258,60000000,2013,852,6.2,1.85,14000,'\'(-inf-141489591.767]\''
105,109,0,809,49000,34730,52885,341,55000000,2002,811,6.4,2.35,0,'\'(-inf-141489591.767]\''
226,102,0,1000,14000,34964,24107,150,50000000,2016,8000,4.8,2.35,28000,'\'(-inf-141489591.767]\''
75,88,5,338,11000,15880,11972,93,50000000,2004,387,4.9,1.85,288,'\'(-inf-141489591.767]\''
82,87,0,591,2000,8070,3954,91,50000000,2000,602,5.6,1.85,255,'\'(-inf-141489591.767]\''
296,104,71,982,12000,81800,16481,211,50000000,2011,2000,5.5,2.35,15000,'\'(-inf-141489591.767]\''
103,96,43,77,841,19824,1385,179,18000000,2009,342,3.7,2.35,0,'\'(-inf-141489591.767]\''
98,85,70,848,26000,77684,32831,294,49000000,2001,5000,5.9,2.35,0,'\'(-inf-141489591.767]\''
48,104,212,380,879,14429,2795,113,40000000,1990,560,6.3,1.85,2000,'\'(-inf-141489591.767]\''
